Herb_id,Chinese_name,Pinyin_name,Latin_name,English_name,Properties_Chinese,Properties_English,Meridians_Chinese,Meridians_English,Function_Chinese,Function_English,UsePart,TCMID_id,TCM-ID_id,TCMSP_id,Link_herb_id,Alias,HERBDB_ID,Suppress
316,千年健,Qiannianjian,"Homalomenae Rhizoma,Rhizoma Homalomee Occultae",rhizome of Obscured Homalome,"苦,辛,温","Bitter,Pungent,Warm","肝,肾","Liver,Kidney",祛风湿筋骨药,Wind-Damp-Dispelling And Sinew-Bone-Strengthening Medicinal,,1887,567,316,,,HERB004468,0
317,千日红,Qianrihong,Flos Gomphree,flower of Globeamaranth,"甘,微咸,平","Sweet,Slightly Salty,Calm",,,止咳平喘药,Antitussive Antiasthmetics,inflorescence or herb,5813,1025,317,,,HERB004471,0
318,牵牛子,Qianniuzi,"Pharbitidis Semen,Semen Pharbitidis",Pharbitis seed,"苦,寒,有毒","Bitter,Cold,Toxic","肺,肾,大肠","Lung,Kidney,Large Intestine",通水药,Drastic Purgatives,seed,7785,568,318,,,HERB004469,0
319,前胡,Qianhu,"Peucedani Radix,Radix Peucedani",root of Grand Hogfennel,"苦,辛,微寒","Bitter,Pungent,Slightly Cold",肺,Lung,化痰药,Phlegresolving Medicine,root,5101,564,319,,,HERB004453|HERB005937,0
320,芡实,Qianshi,"Semen Euryales,Euryales Semen",seed of Gordon Euryale,"甘,涩,平","Sweet,Astringent,Calm","脾,肾","Spleen,Kidney",收涩药,Astringent Medicinal,,5738,569,320,,,HERB004472,0
321,茜草,Qiancao,"Rubiae Radix Et Rhizoma,Radix Rubiae",root of Tali Madder,"苦,寒","Bitter,Cold",肝,Liver,化瘀止血药,Stasis-Resolving Hemostatic Medicinal,,3281,561,321,,,HERB004446,0
322,羌活,Qianghuo,"Radix Et Rhizoma Notopterygii,Notopterygii Rhizoma Et Radix",Root and rhizome of Incised Notoptergium,"辛,苦,温","Pungent,Bitter,Warm","膀胱,肾","Bladder,Kidney",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,rhizome or root,7549,570,322,,,HERB004479,0
323,茄根,Qiegeng,Radix Solani Melongee,root of Garden Eggplant,"甘,辛,寒","Sweet,Pungent,Cold","脾,大肠,胃","Spleen,Large Intestine,Stomach",祛风湿清热药,Wind-Dampnessdispelling And Heatclearing Medicinal,,6062,386,323,,,HERB002740|HERB004500,0
324,秦艽,Qinjiao,"Radix Gentiae Macrophyllae,Gentianae Macrophyllae Radix",root of Largeleaf Gentian,"辛,苦,平","Pungent,Bitter,Calm","胃,肝,胆","Stomach,Liver,Gallbladder",祛风湿清热药,Wind-Dampnessdispelling And Heatclearing Medicinal,dried root,5116,574,324,,,HERB004507,0
325,秦皮,Qinpi,"Cortex Fraxini,Fraxini Cortex",bark of Largeleaf Chinese Ash,"苦,涩,寒","Bitter,Astringent,Cold","肝,胆,大肠","Liver,Gallbladder,Large Intestine",清热燥湿药,Heat-Clearing And Dampnessdrying Medicinal,,5035,576,325,,,HERB004513,0
326,青黛,Qingdai,"Indigo Naturalls,Indigo Turalis",tural Indigo,"咸,寒","Salty,Cold",肝,Liver,清热解毒药,Antipyretic Detoxicate Drugs,,6275,577,326,,,HERB004516,0
327,青风藤,Qingfengteng,Sinomenii Caulis,Caulis Sinomenii,"苦,辛,平","Bitter,Pungent,Calm","肝,脾","Liver,Spleen",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,,,,327,,,HERB004518,0
328,青果,Qingguo,Canarii Fructus,Carii Fructus,"甘,酸,平","Sweet,Sour,Calm","肺,胃","Lung,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,,,,328,,,HERB004519,0
329,青蒿,Qinghao,"Artemisiae Annuae Herba,Herba Artemisiae Annuae",Sweet Wormwood Herb,"苦,辛,寒","Bitter,Pungent,Cold","肝,胆","Liver,Gallbladder",清虚热药,Asthenic Heat Dispelling Drugs,whole herb,4964,1026,329,,,HERB004520,0
330,青皮,Qingpi,"Citri Reticulatae Pericarpium Viride,Pericarpium Citri Reticulatae Viride",Green Tangerine Peel,"苦,辛,温","Bitter,Pungent,Warm","肝,胆,胃","Liver,Gallbladder,Stomach",理气药,Qi Regulating Drugs,,6229,585,330,,,HERB004534,0
331,青葙子,Qingxiangzi,Celosiae Semen,Celosiae Semen,,"Bitter,Slightly Cold",肝,Liver,清热泻火药,Fire Purging Drugs,,,,331,,,HERB004543,0
332,青叶胆,Qingyedan,"Swertiae Mileensis Herba,Herba Swertiae",All - grass of Mile Swertia,"苦,甘,寒","Bitter,Sweet,Cold","肝,胆,膀胱","Liver,Gallbladder,Bladder",利水渗湿药,Diuretic Dampness Excreting Drugs,whole herb,6392,587,332,,,HERB004546,0
333,苘麻子,Qingmazi,"Abutili Semen,Semen Abutili",Chingma Abutilon Seed,"苦,平","Bitter,Calm","大肠,小肠,膀胱","Large Intestine,Small Intestine,Bladder",利水渗湿药,Diuretic Dampness Excreting Drugs,,3032,1027,333,,,HERB004527,0
334,瞿麦,Qumai,"Dianthi Herba,Herba Dianthi",all-grass of Lilac Pink,"苦,寒","Bitter,Cold","心,小肠","Heart,Small Intestine",利水渗湿药,Diuretic Dampness Excreting Drugs,aerial parts,2962,588,334,,,HERB004569,0
335,拳参,Quanshen,"Bistortae Rhizoma,Rhizoma Bistortae",rhizome of Bistort,"苦,涩,微寒","Bitter,Astringent,Slightly Cold","肺,肝,大肠","Lung,Liver,Large Intestine",清热解毒药,Antipyretic Detoxicate Drugs,rhizome,6440,590,335,,,HERB004578,0
336,人参,Renshen,"Ginseng Radix Et Rhizoma,Radix Ginseng",Ginseng,"甘,微苦,微温","Sweet,Slightly Bitter,Slightly Warm","脾,肺,心,肾","Spleen,Lung,Heart,Kidney",补气药,Qi Reinforcing Drugs,root,7519,594,336,,,HERB004609,0
337,人参叶,Renshenye,"Ginseng Folium,Folium Ginseng",Ginseng Leaf,"苦,甘,寒","Bitter,Sweet,Cold","肺,胃","Lung,Stomach",补气药,Qi Reinforcing Drugs,leaf,5140,1029,337,,,HERB004616,0
338,肉苁蓉,Roucongrong,"Herba Cistanches,Cistanches Herba",Desertliving Cistanche,"甘,咸,温","Sweet,Salty,Warm","肾,大肠","Kidney,Large Intestine",补阳药,Yang Reinforcing Drugs,fleshy stem,2463,596,338,,,HERB004692,0
339,肉豆蔻,Roudoukou,"Semen Myristicae,Myristicae Semen",Nutmeg,"辛,温","Pungent,Warm","脾,胃,大肠","Spleen,Stomach,Large Intestine",收涩药,Astringent Medicinal,kernel,6373,597,339,,,HERB004693,0
340,肉桂,Rougui,"Cortex Cinmomi,Cinnamomi Cortex",Cassia Bark,"辛,甘,大热","Pungent,Sweet,Big Hot","肾,脾,心,肝","Kidney,Spleen,Heart,Liver",温里药,Warming Interior Drugs,bark,6321,598,340,,,HERB004694,0
341,乳香,Ruxiang,"Olibanum,Resi Oliani",Frankincense,"辛,苦,温","Pungent,Bitter,Warm","心,肝,脾","Heart,Liver,Spleen",活血祛瘀药,Blood Activating Stasis Removing Drugs,balsam,3566,599,341,,,HERB004719,0
342,蕤仁,Ruiren,"Prinsepiae Nux,Nux Prinsepiae",Hedge Prinsepia Nut,"甘,微寒","Sweet,Slightly Cold",肝,Liver,辛凉解表药,Pungent Cool Diaphoretics,,6161,1032,342,,,HERB004734,0
343,三白草,Sanbaicao,"Saururi Herba,Rhizoma Seu Herba Saururi",Chinese Lizardtail Rhizome or Herb,"甘,辛,寒","Sweet,Pungent,Cold","肺,膀胱","Lung,Bladder",利水渗湿药,Diuretic Dampness Excreting Drugs,rhizome or whole plant,4509,1033,343,,,HERB004752,0
344,三分三,Sanfensan,,Anisodus Acutangulus C. Y. Wu Et C .Chen Ex C. Che,"苦,辛,温,大毒","Bitter,Pungent,Warm,Extremely Poisonous",,,祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,,,,344,,,HERB004762,0
345,三棱,Sanleng,"Rhizoma Sparganii,Sparganii Rhizoma",Common Burreed Tuber,"辛,苦,平","Pungent,Bitter,Calm","肝,脾","Liver,Spleen",活血祛瘀药,Blood Activating Stasis Removing Drugs,tuber,1966,601,345,,,HERB004774,0
346,三七,Sanqi,"Radix Notoginseng,Notoginseng Radix Et Rhizoma",Sanchi,"甘,微苦,温","Sweet,Slightly Bitter,Warm","肝,胃","Liver,Stomach",化瘀止血药,Stasis-Resolving Hemostatic Medicinal,root,3797,602,346,,,HERB004783,0
347,三七花,Sanqihua,,Notoginseng Flos,"甘,微苦,凉","Sweet,Slightly Bitter,Cool",,,清热解毒药,Antipyretic Detoxicate Drugs,,,,347,,,HERB004785,0
348,桑白皮,Sangbaipi,Mori Cortex,Cortex Mori,"甘,寒","Sweet,Cold",肺,Lung,止咳平喘药,Antitussive Antiasthmetics,,7707,,348,,,HERB004822|HERB004954,0
349,桑寄生,Sangjisheng,"Herba Taxilli,Taxilli Herba",Chinese Taxillus Herb,"苦,甘,平","Bitter,Sweet,Calm","肝,肾","Liver,Kidney",祛风湿筋骨药,Wind-Damp-Dispelling And Sinew-Bone-Strengthening Medicinal,stem and branch-leaf,4667,605,349,,,HERB004829,0
350,桑椹,Sangshen,"Mori Fructus,Fructus Mori",Mulberry Fruit,"甘,酸,寒","Sweet,Sour,Cold","心,肝,肾","Heart,Liver,Kidney",补阴药,Yin-Tonifying Medicinal,,5445,607,350,,,HERB004832,0
351,桑叶,Sangye,"Mori Folium,Folium Mori",Mulberry Leaf,"甘,苦,寒","Sweet,Bitter,Cold","肺,肝","Lung,Liver",辛凉解表药,Pungent Cool Diaphoretics,leaf,3537,608,351,,,HERB004834,0
352,桑枝,Sangzhi,"Ramulus Mori,Mori Ramulus",Mulberry Twig,"微苦,平","Slightly Bitter,Calm",肝,Liver,祛风湿清热药,Wind-Dampnessdispelling And Heatclearing Medicinal,young twig,6678,609,352,,,HERB004837,0
353,沙棘,Shaji,"Fructus Hippophae,Hippophae Fructus",fruit of seabuckthorn,"酸,涩,温","Sour,Astringent,Warm","脾,胃,肺,心","Spleen,Stomach,Lung,Heart",化痰药,Phlegresolving Medicine,,6348,613,353,,,HERB004849,0
354,沙苑子,Shayuanzi,"Astragali Complanati Semen,Semen Astragali Complati",Flatstem Milkvetch Seed,"甘,温","Sweet,Warm","肝,肾","Liver,Kidney",补阳药,Yang Reinforcing Drugs,,2516,1035,354,,,HERB004864,0
355,砂仁,Sharen,"Amomi Fructus,Fructus Amomi",Villous Amomum Fruit,"辛,温","Pungent,Warm","脾,胃,肾","Spleen,Stomach,Kidney",化湿药,Dampness Removing Drugs,ripe fruit or seed,3351,614,355,,,HERB004853,0
356,山慈菇,Shancigu,"Cremastrae Pseudobulbus
Pleiones Pseudobulbus,Pseudobulbus Cremastrae Seu Pleiones",Appendiculate Cremastra Pseudobulb or Common Pleione Pseudobulb,"甘,微辛,凉","Sweet,Slightly Pungent,Cool","肝,脾","Liver,Spleen",清热解毒药,Antipyretic Detoxicate Drugs,whole herb,6320,1036,356,,,HERB004874,0
357,山豆根,Shandougen,"Radix Sophorae Tonkinensis,Sophorae Tonkinensis Radix Et Rhizoma",Vietmese Sophora Root,"苦,寒,有毒","Bitter,Cold,Toxic","肺,胃","Lung,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,root and rhizome,1334,618,357,,,HERB004883,0
358,山柰,Shannai,"Rhizoma Kaempferiae,Kaempferiae Rhizoma",Galanga Resurrectionlily Rhizome,"辛,温","Pungent,Warm",胃,Stomach,温里药,Warming Interior Drugs,rhizome,6821,622,358,,,HERB004914,0
359,山药,Shanyao,"Rhizoma Dioscoreae,Dioscoreae Rhizoma",Common Yam Rhizome,"甘,平","Sweet,Calm","脾,肺,肾","Spleen,Lung,Kidney",补气药,Qi Reinforcing Drugs,rhizome,4987,1038,359,,,HERB004938,0
360,山楂叶,Shanzha,Crataegi Folium,Crataegi Folium,"酸,平","Sour,Calm",肝,Liver,活血祛瘀药,Blood Activating Stasis Removing Drugs,leaf,3766,,360,,,HERB004948,0
361,山茱萸,Shanzhuyu,"Fructus Corni,Corni Fructus",Asiatic Cornelian Cherry Fruit,"酸,涩,微温","Sour,Astringent,Slightly Warm","肝,肾","Liver,Kidney",收涩药,Astringent Medicinal,fruit,5433,626,361,,,HERB004950,0
362,商陆,Shanglu,"Radix Phytolaccae,Phytolaccae Radix",Pokeberry Root,"苦,寒,有毒","Bitter,Cold,Toxic","肺,脾,肾,大肠","Lung,Spleen,Kidney,Large Intestine",通水药,Drastic Purgatives,root,4080,627,362,,,HERB004957,0
363,蛇床子,Shechuangzi,"Cnidii Fructus,Fructus Cnidii",Common Cnidium Fruit,"辛,苦,温,有小毒","Pungent,Bitter,Warm,Slightly Toxic",肾,Kidney,解毒杀虫燥湿止痒药,Medicinal For Detoxification、Parasiticide、Drying Dampness And Relieving Itching,fruit,5805,628,363,,,HERB004971,0
364,射干,Shegan,"Belamcandae Rhizoma,Rhizoma Belamcandae",Blackberrylily Rhizome,"苦,寒","Bitter,Cold",肺,Lung,清热解毒药,Antipyretic Detoxicate Drugs,rhizome,7395,630,364,,,HERB004973,0
365,伸筋草,Shenjincao,"Herba Lycopodii,Lycopodii Herba",Common Clubmoss Herb,"微苦,辛,温","Slightly Bitter,Pungent,Warm","肝,脾,肾","Liver,Spleen,Kidney",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,,3827,635,365,,,HERB004998|HERB004999,0
366,升麻,Shengma,"Cimicifugae Rhizoma,Rhizoma Cimicifugae",Largetrifoliolious Bugbane Rhizome,"辛,微甘,微寒","Pungent,Slightly Sweet,Slightly Cold","肺,脾,胃,大肠","Lung,Spleen,Stomach,Large Intestine",辛凉解表药,Pungent Cool Diaphoretics,rhizome,4158,644,366,,,HERB005022,0
367,生姜,Shengjiang,"Zingiberis Rhizoma Recens,Rhizoma Zingiberis Recens",Fresh Ginger,"辛,微温","Pungent,Slightly Warm","肺,脾,胃","Lung,Spleen,Stomach",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,fresh rhizome,6203,640,367,,,HERB005017,0
368,十大功劳根,Shidagonglaogen,,Mahoniae Eadix,"寒,苦","Cold,Bitter",,,清热解毒药,Antipyretic Detoxicate Drugs,,,,368,,,HERB005034,0
369,十大功劳叶,Shidagonglaoye,Folium Mahoe,leaf of leatherleaf Mahonia,"苦,寒","Bitter,Cold","肺,肝,肾","Lung,Liver,Kidney",清热解毒药,Antipyretic Detoxicate Drugs,leaf,3363,649,369,,,HERB000944|HERB005036,0
370,石菖蒲,Shichangpu,"Rhizoma Acori Talarinowii,Acori Tatarinowii Rhizoma",Grassleaf Sweetflag Rhizome,"辛,苦,温","Pungent,Bitter,Warm","心,胃","Heart,Stomach",开窍药,Resuscitative Stimulant; Resuscitative Medicinal,Rhizome,6059,648,370,,,HERB005030,0
371,石见穿,Shijianchuan,,Salviae Chinensis Herba,"辛,苦,微寒","Pungent,Bitter,Slightly Cold",,,活血祛瘀药,Blood Activating Stasis Removing Drugs,,,,371,,,HERB005059,0
372,石榴皮,Shiliupi,"Granati Pericarpium,Pericarpium Grati",Pomegrate Rind,"酸,涩,温","Sour,Astringent,Warm",大肠,Large Intestine,收涩药,Astringent Medicinal,pericarp,2047,658,372,,,HERB005071,0
373,石上柏,Shishangbai,,Selaginella Doederleinii Hieron,"甘,微苦,涩,凉","Sweet,Slightly Bitter,Astringent,Cool",,,清热解毒药,Antipyretic Detoxicate Drugs,,2442,,373,,,HERB005085,0
374,石韦,Shiwei,Pyrrosiae Folium,Pyrrosiae Folium,"甘,苦,微寒","Sweet,Bitter,Slightly Cold","肺,膀胱","Lung,Bladder",利水渗湿药,Diuretic Dampness Excreting Drugs,,,,374,,,HERB005092,0
375,使君子,Shijunzi,"Quisqualis Fructus,Fructus Quisqualis",fruit of Rangooncreeper,"甘,温","Sweet,Warm","脾,胃","Spleen,Stomach",驱虫药,Antiparasitic Drugs,ripe fruit,4574,655,375,,,HERB005062,0
376,柿蒂,Shidi,"Calyx Kaki,Kaki Calyx",calyx and receptacle of a Persimmon,"苦,涩,平","Bitter,Astringent,Calm",胃,Stomach,理气药,Qi Regulating Drugs,calyx,3817,650,376,,,HERB005039,0
377,熟地黄,Shudihuang,"Rehmanniae Radix Praeparata,Radix Rehmanniae Preparata",Prepared Rehmannia Root,"甘,微温","Sweet,Slightly Warm","肝,肾","Liver,Kidney",补血药,Blood-Tonifying Medicinal,steamed and sundried root,1774,665,377,,,HERB005118,0
378,鼠曲草,Shuqucao,,Gphalii Affinis Herba,"甘,微酸,平","Sweet,Slightly Sour,Calm",肺,Lung,化痰药,Phlegresolving Medicine,,,,378,,,HERB005132,0
379,水飞蓟,Shuifeiji,Silybi Fructus,Silybum Marianum,"苦,凉","Bitter,Cool","肝,胆","Liver,Gallbladder",清热解毒药,Antipyretic Detoxicate Drugs,achene,7047,,379,,,HERB005162,0
380,水红花子,Shuihonghuazi,"Polygoni Orientalis Fructus,Fructus Polygoni Orientalis",Prince's-feather Fruit,"咸,微寒","Salty,Slightly Cold","肝,胃","Liver,Stomach",活血祛瘀药,Blood Activating Stasis Removing Drugs,,2695,1042,380,,,HERB005165,0
381,四季青,Sijiqing,"Folium Llicis Chinensis,Ilicis Chinensis Folium",Purpleflower Holly Leaf,"苦,涩,凉","Bitter,Astringent,Cool","肺,大肠,膀胱","Lung,Large Intestine,Bladder",清热解毒药,Antipyretic Detoxicate Drugs,leaf,2057,167,381,,,HERB005228,0
382,松花粉,Songhuafen,Pini Pollen,Pine Pollen,"甘,温","Sweet,Warm","肝,脾","Liver,Spleen",收敛止血药,Astringent Hemostatic Medicinal,,,,382,,,HERB005258,0
383,油松节,Songjie,"Lignum Pini Nodi,Pini Lignum Nodi","Knotty pine wood, Pine nodular branch","苦,辛,温","Bitter,Pungent,Warm","肝,肾","Liver,Kidney",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,,3343,169,383,,,,0
384,松子仁,Songziren,,Semen Pini Koraiensis,"甘,温","Sweet,Warm",,,润下药,Laxatives,,,,384,,,HERB005273,0
385,苏合香,Suhexiang,Styrax,Storax,"辛,温","Pungent,Warm","心,脾","Heart,Spleen",开窍药,Resuscitative Stimulant; Resuscitative Medicinal,balsam from trunk,6474,671,385,,,HERB005287,0
386,酸枣仁,Suanzaoren,"Ziziphi Spinosae Semen,Semen Ziziphi Spinosae",Spine Date Seed,"甘,酸,平","Sweet,Sour,Calm","肝,胆,心","Liver,Gallbladder,Heart",安神药,Tranguilizing Medicinal,seed,4780,678,386,,,HERB005319,0
387,娑罗子,Suoluozi,"Aesculi Semen,Semen Aesculi",Buckeye Seed,"甘,温","Sweet,Warm","肝,胃","Liver,Stomach",理气药,Qi Regulating Drugs,ripe fruit without shell,3802,1049,387,,,HERB005335,0
388,太子参,Taizishen,"Radix Pseudostellariae,Pseudostellariae Radix",Heterophylly Falsestarwort Root,"甘,微苦,平","Sweet,Slightly Bitter,Calm","脾,肺","Spleen,Lung",补气药,Qi Reinforcing Drugs,,7115,682,388,,,HERB005390,0
389,檀香,Tanxiang,"Santali Albi Lignum,Lignum Santaii Albi",Sandalwood,"辛,温","Pungent,Warm","脾,胃,心,肺","Spleen,Stomach,Heart,Lung",理气药,Qi Regulating Drugs,heartwood,3960,683,389,,,HERB005392,0
390,桃仁,Taoren,"Persicae Semen,Semen Persicae",Peach Seed,"苦,甘,平","Bitter,Sweet,Calm","心,肝,大肠","Heart,Liver,Large Intestine",活血祛瘀药,Blood Activating Stasis Removing Drugs,seed,5712,684,390,,,HERB005412,0
391,天冬,Tiandong,"Asparagi Radix,Radix Asparagi",Cochinchinese Asparagus Root,"甘,苦,寒","Sweet,Bitter,Cold","肺,肾","Lung,Kidney",补阴药,Yin-Tonifying Medicinal,,1284,687,391,,,HERB005434,0
392,天花粉,Tianhuafen,"Trichosanthis Radix,Radix Trichosanthis","Trichosanthes root, Skegourd root","甘,微苦,微寒","Sweet,Slightly Bitter,Slightly Cold","肺,胃","Lung,Stomach",清热泻火药,Fire Purging Drugs,root,1211,1052,392,,,HERB005444,0
393,天葵子,Tiankuizi,"Radix Semiaquilegiae,Semiaquilegiae Radix",Muskroot-like Semiaquilegia Root,"甘,苦,寒","Sweet,Bitter,Cold","肝,胃","Liver,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,,5120,690,393,,,HERB005447,0
394,天南星,Tiannanxing,"Rhizoma Arisaematis,Arisaematis Rhizoma",Jackinthepulpit Tuber,"苦,辛,温,有毒","Bitter,Pungent,Warm,Toxic","肺,肝,脾","Lung,Liver,Spleen",化痰药,Phlegresolving Medicine,tuber,7309,692,394,,制天南星,HERB005455,0
395,天山雪莲,Tianshanxuelian,Saussureae Involucratae Herba,Saussureae Involucratae Herba,"微苦,温","Slightly Bitter,Warm",,,补阳药,Yang Reinforcing Drugs,,,,395,,,HERB005471,0
396,天仙藤,Tianxianteng,Herba Aristolochiae,Dutchmanspipe Vine,,,,,祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,"root, stem or leaf",4571,1054,396,,,HERB005476,1
397,天仙子,Tianxianzi,"Hyoscyami Semen,Semen Hyoscyami",Henbane Seed,"苦,辛,温,有大毒","Bitter,Pungent,Warm,Extremely Poisonous","心,胃,肝","Heart,Stomach,Liver",止咳平喘药,Antitussive Antiasthmetics,,3935,695,397,,,HERB005477,0
398,天竺黄,Tianzhuhuang,"Bambusae Concretio Silicea,Concretio Silicea Bambusae",Chinese schinzostachyum Tabasheer,"甘,寒","Sweet,Cold","心,肝","Heart,Liver",化痰药,Phlegresolving Medicine,,3475,696,398,,,HERB005485,0
399,甜瓜子,Tianguazi,"Melo Semen,Semen Cucumis",muskmelon seed,"甘,寒","Sweet,Cold","肺,胃,大肠","Lung,Stomach,Large Intestine",化痰药,Phlegresolving Medicine,,4853,688,399,,,HERB005442,0
400,铁丝威灵仙,Tiesiweilingxian,Radix Smilacis,root and rhizome of smilax,"温,辛,咸","Warm,Pungent,Salty",,,祛风湿清热药,Wind-Dampnessdispelling And Heatclearing Medicinal,,1651,699,400,411,,HERB005508,1
401,铁线透骨草,Tiexiantougucao,,Herba Clematidis Aethusaefoliae,"辛,咸,温,小毒","Pungent,Salty,Warm,Slightly Toxic",,,祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,,,,401,,,HERB005511,0
402,葶苈子,Tinglizi,"Semen Lepiddi Seu Descurainiae;Semen Lepidii；Semen Descurainiae,Descurainiae Semen Lepidii Semen","Lepidium seed, Descurainia seed","辛,苦,大寒","Pungent,Bitter,Big Chill","肺,膀胱","Lung,Bladder",止咳平喘药,Antitussive Antiasthmetics,seed,7213,703,402,,,HERB005519,0
403,通草,Tongcao,"Medulla Tetrapacis,Tetrapanacis Medulla",puth of Ricepaperplant,"甘,淡,微寒","Sweet,Tasteless,Slightly Cold","肺,胃","Lung,Stomach",利水渗湿药,Diuretic Dampness Excreting Drugs,,6838,705,403,,,HERB005523,0
404,土贝母,Tubeimu,"Bolbostemmatis Rhizoma,Rhizoma Bolbostemmae",Paniculate Bolbostemma,"苦,微寒","Bitter,Slightly Cold","肺,脾","Lung,Spleen",化痰药,Phlegresolving Medicine,,7369,709,404,,,HERB005548,0
405,土茯苓,Tufuling,"Rhizoma Smilacis Glabrae,Smilacis Glabrae Rhizoma",Glabrous Greenbrier Rhizome,"甘,淡,平","Sweet,Tasteless,Calm","肝,胃","Liver,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,rhizome,3215,710,405,,,HERB005564,0
406,土荆皮,Tujingpi,Pseudolaricis Cortex,Pseudolaricis Cortex,"辛,温,有毒","Pungent,Warm,Toxic","肺,脾","Lung,Spleen",解毒杀虫燥湿止痒药,Medicinal For Detoxification、Parasiticide、Drying Dampness And Relieving Itching,,,,406,,,HERB005569,0
407,菟丝子,Tusizi,"Cuscutae Semen,Semen Cuseutae;Semen Cuseutae",Dodder Seed,"辛,甘,平","Pungent,Sweet,Calm","肝,肾,脾","Liver,Kidney,Spleen",补阳药,Yang Reinforcing Drugs,,6456,713,407,,,HERB005580,0
408,瓦楞子,Walengzi,"Concha Arcae,Arcae Concha",Arc Shell,"咸,平","Salty,Calm","肺,胃,肝","Lung,Stomach,Liver",化痰药,Phlegresolving Medicine,,3822,1057,408,,,HERB005602,0
409,瓦松,Wasong,Orostachyis Fimbriatae Herba,Cotyledon Fimbriata Turcz.,"酸,苦,凉","Sour,Bitter,Cool","肝,肺,脾","Liver,Lung,Spleen",清热凉血药,Heat Clearing Blood Cooling Drugs,,,,409,,,HERB005609,0
410,王不留行,Wangbuliuxing,"Vaccariae Semen,Semen Vaccariae","Vacarria seed, Cow soapwort seed","苦,平","Bitter,Calm","肝,胃","Liver,Stomach",活血祛瘀药,Blood Activating Stasis Removing Drugs,seed,1182,717,410,,,HERB005637,0
411,威灵仙,Weilingxian,"Radix Clematidis,Clematidis Radix Et Rhizoma",Chinese Clematis Root,"辛,咸,温","Pungent,Salty,Warm",膀胱,Bladder,祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,root,4604,719,411,,,HERB005659,0
412,委陵菜,Weilingcai,"Herba Potentillae Chinensis,Potentiliae Chinensis Herba",Chinese Cinquefoil,"苦,寒","Bitter,Cold","肝,大肠","Liver,Large Intestine",清热解毒药,Antipyretic Detoxicate Drugs,whole herb with root,7875,1058,412,,,HERB005658,0
413,乌敛莓,Wulianmei,,Cayratiae Japonicae Herba,"苦,酸,寒","Bitter,Sour,Cold","心,肝,胃","Heart,Liver,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,,,,413,,,HERB005731,0
414,乌梅,Wumei,"Fructus Mume,Mume Fructus",Smoked Plum,"酸,涩,平","Sour,Astringent,Calm","肝,脾,肺,大肠","Liver,Spleen,Lung,Large Intestine",收涩药,Astringent Medicinal,unripe fruit,7694,726,414,,,HERB005742,0
415,乌药,Wuyao,"Linderae Radix,Radix Linderae",Combined Spicebush Root,"辛,温","Pungent,Warm","肺,脾,肾,膀胱","Lung,Spleen,Kidney,Bladder",理气药,Qi Regulating Drugs,tuberoid,6386,729,415,,,HERB005767,0
416,无患子,Wuhuanzi,,Sapindi Mukorossi Semen,"苦,辛,寒,小毒","Bitter,Pungent,Cold,Slightly Toxic",,,化痰药,Phlegresolving Medicine,seed,7970,,416,,,HERB005712,0
417,无患子皮,Wuhuanzipi,,Sapindi Mukorossiperic Arpium,"苦,平,小毒","Bitter,Calm,Slightly Toxic",,,化痰药,Phlegresolving Medicine,pericarp,4117,,417,,,HERB005713,0
418,吴茱萸,Wuzhuyu,"Euodiae Fructus,Fructus Evodiae",Medicil Evodia Fruit,"辛,苦,热,有小毒","Pungent,Bitter,Hot,Slightly Toxic","肝,脾,胃,肾","Liver,Spleen,Stomach,Kidney",温里药,Warming Interior Drugs,fruit,2013,1060,418,,,HERB005782,0
419,梧桐子,Wutongzi,,Semen Firmiae,"甘,平","Sweet,Calm","脾,肺,肾","Spleen,Lung,Kidney",消食药,Digestants,seed,4692,,419,,,HERB005758,0
420,五倍子,Wubeizi,Galla Chinensis,Chinese Gall,"酸,涩,寒","Sour,Astringent,Cold","肺,大肠,肾","Lung,Large Intestine,Kidney",收涩药,Astringent Medicinal,,5965,721,420,,,HERB005692,0
421,西河柳,Xiheliu,"Cacumen Tamaricis,Tamaricis Cacumen",Chinese Tamarisk Twig,"甘,辛,平","Sweet,Pungent,Calm","心,肺,胃","Heart,Lung,Stomach",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,,7275,737,421,,,HERB005825,0
422,西红花,Xihonghua,"Croci Stigma,Stigma Croci",Saffron,"甘,平","Sweet,Calm","心,肝","Heart,Liver",活血祛瘀药,Blood Activating Stasis Removing Drugs,,2599,738,422,,,HERB005826,0
